query,kind,top1_r,r_rank15,background_r_sd,top1_over_sd,prox_frac_top15,profile_sd,min_effect,n_dep_lines,frac_dep_lines,n_lines
TSPAN15,null,0.14450737052956322,0.11246203039953062,0.035586364984270355,4.060751093668527,0.06666666666666667,0.10339327301335025,-0.44361943006515503,0,0.0,1208
FOXD4,null,0.40782977952581423,0.2822968306850414,0.08249877403688607,4.943464727651216,0.0,0.3107962696677492,-2.597271203994751,1082,0.9287553648068669,1165
MVB12B,null,0.2342329689360893,0.18687455798779604,0.060246486496309135,3.887910856850367,0.0,0.12106017505795927,-0.4871842861175537,0,0.0,1208
SLC25A33,null,0.23279172540111276,0.19648084695538234,0.06498608659979706,3.5821779334815296,0.0,0.16365990628412772,-0.8420448899269104,27,0.022350993377483443,1208
ATOX1,null,0.3731188434669529,0.1500725452847917,0.04500824064900878,8.290011741997965,0.0,0.16745350564618397,-1.1952890157699585,13,0.01076158940397351,1208
GAD1,null,0.22764968152874956,0.1893377402048172,0.061716678659591316,3.6886249628627867,0.0,0.14921845005167758,-0.6878713965415955,7,0.005794701986754967,1208
SERGEF,null,0.1791970588777739,0.13923680824708726,0.042825466131669515,4.1843574644773645,0.0,0.1291486057242845,-0.6894102096557617,1,0.0008278145695364238,1208
POU2F3,null,0.33642480904566635,0.2211326178085099,0.06573733273039427,5.117713102620563,0.26666666666666666,0.17747075580722463,-1.6315743923187256,7,0.005794701986754967,1208
PFDN2,null,0.3529350888802297,0.201665567503265,0.05109182556902018,6.907858252264798,0.0,0.38349800517446136,-3.4797990322113037,1203,0.9958609271523179,1208
SLC52A1,null,0.27370303853082656,0.19541171087048675,0.05749830268567321,4.760193357829759,0.0,0.1407788778076835,-0.6719381809234619,5,0.0041390728476821195,1208
SRSF5,null,0.2109233001443686,0.17096352238250598,0.05361035769757102,3.9343759154571942,0.0,0.19299817242247255,-1.1359198093414307,39,0.03228476821192053,1208
RAB10,null,0.6723083379949724,0.30896415910349406,0.052302732008481775,12.854172472022038,0.0,0.4222445791169688,-2.6031248569488525,496,0.4105960264900662,1208
TMEM201,null,0.2188363881134016,0.16109900648227,0.044885678592840164,4.875416724752576,0.06666666666666667,0.16932722388624732,-1.3184322118759155,58,0.048013245033112585,1208
ALX4,null,0.3549444729079818,0.21872689149724067,0.06179406653226868,5.743989558004421,0.13333333333333333,0.1218686602777551,-0.4809350371360779,0,0.0,1208
SPANXN5,null,0.3714776097045943,0.275547672877973,0.0931979314979291,3.9858997268930665,0.0,0.0863097272773534,-0.19883136451244354,0,0.0,1090
TIFAB,null,0.334650714867653,0.2249963010880288,0.0682121577896853,4.906027396163932,0.0,0.13029351209251427,-0.6082244515419006,2,0.0016556291390728477,1208
UBAP1L,null,0.19268933290326049,0.15721988099496878,0.04718525622932385,4.083676730857961,0.0,0.15143094653654302,-0.5991882085800171,6,0.004966887417218543,1208
NSDHL,null,0.3647919607767207,0.1950159150535252,0.05629748917921445,6.479719896840537,0.0,0.12243573913209889,-1.3916797637939453,2,0.0016556291390728477,1208
KCND3,null,0.35629889791982156,0.26728837299334196,0.0772599410555084,4.611690004576032,0.6666666666666666,0.1758992870745125,-0.8747614622116089,67,0.055463576158940396,1208
FBXO16,null,0.2618548010734597,0.17477474931007966,0.05548489498778492,4.719388963989342,0.0,0.1468328735270735,-0.45853590965270996,0,0.0,1208
CBR4,null,0.2579156232270093,0.21146643462594153,0.06450760860336606,3.998220191556613,0.06666666666666667,0.11401703557126501,-0.38605988025665283,0,0.0,1208
GNPTAB,null,0.2634173728673504,0.1452446311632127,0.040508499822429114,6.502767913451564,0.0,0.13793874907851417,-1.2175140380859375,10,0.008278145695364239,1208
AKAP8L,null,0.2585453443333314,0.21916945429071893,0.07170577625547435,3.6056418023031003,0.0,0.1544498219837599,-0.8617020845413208,24,0.019867549668874173,1208
C6orf89,null,0.2204144875901484,0.18422528955975115,0.05719221321955723,3.8539247772068435,0.06666666666666667,0.14606030865340736,-0.8326290845870972,19,0.015728476821192054,1208
SDR42E1,null,0.19053638930795888,0.15486327739196915,0.048065175259041464,3.964125549965978,0.06666666666666667,0.19484271345437945,-0.5896044969558716,5,0.0041390728476821195,1208
STIL,null,0.5024421986320836,0.23541376434639893,0.061386247084690315,8.184931030869166,0.0,0.2698317931100946,-1.635464072227478,721,0.5968543046357616,1208
THEM6,null,0.35022787804975986,0.20928390634590277,0.061891306898561954,5.65875719224629,0.26666666666666666,0.15087705563160644,-0.5722512602806091,5,0.0041390728476821195,1208
GRM2,null,0.21471411074852845,0.1665263339371879,0.05404441965151287,3.9729191678445184,0.26666666666666666,0.1364816286188397,-0.6592629551887512,7,0.005794701986754967,1208
MSRB3,null,0.21351978833123714,0.15048733725338934,0.04625409770001151,4.616235078588161,0.06666666666666667,0.10316472962665657,-0.46396690607070923,0,0.0,1208
NARS1,null,0.24635856555368418,0.18580454448215714,0.05693760621809729,4.326816350691268,0.0,0.3458159458331611,-3.0395827293395996,1207,0.9991721854304636,1208
PCDHB3,null,0.22784545247440346,0.15751024099378413,0.04701776507908935,4.845943912713437,0.06666666666666667,0.14576355960329682,-0.5982363820075989,5,0.0041390728476821195,1208
NEUROG3,null,0.2158266926054203,0.16769474485237768,0.05128886331784308,4.208061529223548,0.06666666666666667,0.15232584640008362,-0.73737633228302,30,0.024834437086092714,1208
FUT3,null,0.2082012267377052,0.1729253041407082,0.053357234369357624,3.902024330880097,0.06666666666666667,0.12712281581695592,-0.5183274149894714,1,0.0008278145695364238,1208
DPY19L4,null,0.19407714071005042,0.16470584017949585,0.05282722489674858,3.673809121894562,0.06666666666666667,0.13936349791728986,-1.1567702293395996,15,0.012417218543046357,1208
RIMS2,null,0.18658236565640832,0.15515943879281296,0.049011789988750915,3.806887397894105,0.0,0.10160862427658313,-0.5070194005966187,1,0.0008278145695364238,1208
TNIP3,null,0.20429489665799452,0.17008613063690486,0.052381173058662314,3.900158868706552,0.0,0.12461906306052899,-0.5646073222160339,1,0.0008278145695364238,1208
METTL6,null,0.3159722497141551,0.2160790408278818,0.0660778599245741,4.781817239160408,0.0,0.14230370407767115,-0.907640814781189,3,0.0024834437086092716,1208
CEP89,null,0.3288743793484667,0.20876444414827722,0.06397920949948395,5.140332022250437,0.6,0.13335215725961788,-0.6581520438194275,7,0.005794701986754967,1208
HES7,null,0.19886753438034432,0.15254317913345758,0.04778210714750389,4.161966607425622,0.06666666666666667,0.14002548566300446,-1.1793830394744873,31,0.02566225165562914,1208
OR51I1,null,0.22225365281946827,0.1717462324002261,0.05409254954178644,4.108766451242561,0.0,0.08252888222320863,-0.4275479018688202,0,0.0,1090
SEC61B,null,0.3156013276894759,0.1866967622275617,0.048588153060561946,6.495437834323514,0.13333333333333333,0.23536116411707939,-1.5243804454803467,574,0.47516556291390727,1208
GNB5,null,0.2492248766641374,0.21604841081954737,0.07327141095657452,3.4013931683647325,0.0,0.10723808597672173,-0.49302154779434204,0,0.0,1208
VPS13B,null,0.1863554879011265,0.12389958382537902,0.0378951507000708,4.917660557047958,0.06666666666666667,0.11172564850606358,-0.5016935467720032,1,0.0008278145695364238,1208
ATP13A4,null,0.19938504224991682,0.1675277781012725,0.04980267373856293,4.003500761757899,0.26666666666666666,0.12827483351268712,-0.47776415944099426,0,0.0,1208
ADAM7,null,0.2573091300639704,0.21435392557565433,0.06884414296042271,3.737560219347823,0.0,0.11938036354683397,-0.5963044166564941,3,0.0024834437086092716,1208
LIFR,null,0.3016216935718791,0.1263331752912274,0.03979914395431303,7.57859751752757,0.06666666666666667,0.16141150517897684,-0.8655969500541687,13,0.01076158940397351,1208
PLEKHH2,null,0.2749800535483369,0.23364894647944628,0.06587159430743525,4.174486080676182,0.0,0.10995970605757951,-0.5288798213005066,3,0.0024834437086092716,1208
RPL39,null,0.21466072762366406,0.1725846682914573,0.05408897631717634,3.9686594614935804,,0.2328886454610456,-1.6423556804656982,887,0.8479923518164436,1046
NSG1,null,0.25907106092309945,0.1962372027347027,0.05802005101520137,4.465198778526105,0.0,0.11231097304499453,-0.4509466588497162,0,0.0,1208
RARRES2,null,0.34582217191903036,0.27024742173858074,0.0805030779316391,4.2957633522123535,0.0,0.13138916603253267,-0.5984925031661987,4,0.0033112582781456954,1208
DELE1,null,0.30395070523223433,0.19231860743499643,0.05928332520280386,5.127085975566342,0.0,0.1149326114014243,-0.7641841173171997,1,0.0008278145695364238,1208
ZW10,null,0.41378783852863726,0.22314906491989114,0.051725415563378216,7.999700611812979,0.06666666666666667,0.25138879274708903,-1.879271388053894,324,0.2682119205298013,1208
CAPZB,null,0.2936777436339803,0.17784715131409562,0.04486450930933405,6.545881101899865,0.0,0.44075796869571654,-3.163055419921875,1164,0.9635761589403974,1208
UCP3,null,0.31586220222087247,0.2666979583581676,0.08544454434746296,3.696692452784449,0.2,0.14265766952776088,-1.1811468601226807,5,0.0041390728476821195,1208
MEIOC,null,0.3300139208155685,0.277150541958209,0.09063403964107597,3.641169720807677,0.0,0.1408417902320814,-0.9817548394203186,71,0.058774834437086095,1208
PNRC2,null,0.2243106395943602,0.17050013773566758,0.05310554031472313,4.223865123394135,0.06666666666666667,0.16167263706016247,-1.082611322402954,127,0.10513245033112582,1208
AKNAD1,null,0.3550457540081014,0.2794636944009927,0.07981390422947275,4.44841982654188,0.26666666666666666,0.12640912214475414,-0.7850536108016968,7,0.005794701986754967,1208
LHPP,null,0.2403064469535932,0.16087175500420692,0.05071667519741757,4.738213733810164,0.06666666666666667,0.10000209964647463,-0.4657563865184784,0,0.0,1208
AP1G2,null,0.25702839764543334,0.17644307764812106,0.04965247839439052,5.176547192747403,0.8666666666666667,0.1650140378462956,-0.9681695699691772,85,0.07036423841059603,1208
CDH16,null,0.20224215028147904,0.1574019307384583,0.04906793336182689,4.12167654973658,0.26666666666666666,0.11632663721649786,-0.503032922744751,1,0.0008278145695364238,1208
KLF1,null,0.3290409871913519,0.2214323712782359,0.0635594427666444,5.176901698138087,0.13333333333333333,0.14720811301609862,-1.4981670379638672,29,0.024006622516556293,1208
SUSD4,null,0.2024543175281795,0.18447137256730411,0.05652264598092303,3.5818266115232804,0.0,0.13698837097651603,-0.6373862028121948,6,0.004966887417218543,1208
MMS19,null,0.5588277795007693,0.3765215719428649,0.06349557599629127,8.801050635927927,0.0,0.3466219448045409,-2.3843910694122314,1061,0.8783112582781457,1208
VCAM1,null,0.3232597717226732,0.21370423195519067,0.06354852271485505,5.08681803939257,0.13333333333333333,0.13493991783595286,-0.49578508734703064,0,0.0,1208
LTV1,null,0.21357551221697954,0.1783709438753792,0.04684821439949504,4.5588826587013225,0.0,0.21839502489837917,-1.4973253011703491,1086,0.8990066225165563,1208
STK38L,null,0.23164610014803413,0.20784859577256698,0.0627455756431969,3.691831619575715,0.0,0.14761942058247177,-0.9128096103668213,4,0.0033112582781456954,1208
LINGO3,null,0.2865776366602431,0.21550102245656422,0.062109778970095564,4.614050177158474,0.13333333333333333,0.14385165293982768,-0.549576461315155,4,0.0033112582781456954,1208
NPHS2,null,0.20873655594552967,0.17217957124695016,0.04929639796597321,4.234316594279563,0.0,0.1392125885241147,-0.6290057301521301,11,0.009105960264900662,1208
CD109,null,0.2607273117648803,0.16448010467378973,0.048936259100580526,5.327896258457306,0.0,0.1391773247850731,-0.5515177845954895,1,0.0008278145695364238,1208
PARP4,null,0.25998568137274597,0.19962076597531112,0.05894015292297404,4.411011313671146,0.0,0.10859444032972984,-0.8438870906829834,1,0.0008278145695364238,1208
TYSND1,null,0.3017195329302187,0.2398380939068917,0.07829647696263695,3.8535518408344114,0.0,0.16314248444111862,-0.801343560218811,7,0.005794701986754967,1208
CNGA1,null,0.29120833367360444,0.23763293256589108,0.07188268529633882,4.051161033746697,0.06666666666666667,0.15424233060313813,-1.0829026699066162,13,0.01076158940397351,1208
RFX5,null,0.34972444924338,0.2396095162346534,0.054731069742089675,6.389870523112257,0.8666666666666667,0.14597365862619247,-0.9642447233200073,66,0.054635761589403975,1208
ZG16B,null,0.19075567045331657,0.15187879865642276,0.04413628320422159,4.321969513623906,0.26666666666666666,0.10356606869090547,-0.4559756815433502,0,0.0,1208
B3GNT3,null,0.24353300172583492,0.1912087552921142,0.05908925104362097,4.121443366172531,0.0,0.14203884086587357,-0.7822626233100891,25,0.020695364238410598,1208
CELSR3,null,0.2891122838724692,0.15716098110640034,0.046072757031204635,6.275124444509718,0.06666666666666667,0.17081870815301464,-0.7347378134727478,27,0.022350993377483443,1208
PDCD6,null,0.41937670629913115,0.2721266279591541,0.0756371130599168,5.544589016332725,0.26666666666666666,0.21704845158136823,-1.443223237991333,282,0.23344370860927152,1208
HSBP1L1,null,0.35459615984301784,0.28189006205446115,0.0784871665971576,4.517887130045277,0.0,0.15635322220737077,-0.489674836397171,0,0.0,1208
ZFYVE1,null,0.18407407303502266,0.1580113939341189,0.04926641244953648,3.736299516908593,0.0,0.1163114252927241,-0.5922167897224426,2,0.0016556291390728477,1208
